,date,daily_positive,mean
274,2021-09-08 17:00:00,23354.009765625,23465.449776785714
275,2021-09-09 17:00:00,23896.583984375,23466.333984375
276,2021-09-10 17:00:00,24234.181640625,23450.73828125
277,2021-09-11 17:00:00,23973.029296875,23419.04268973214
278,2021-09-12 17:00:00,23123.044921875,23371.883370535714
279,2021-09-13 17:00:00,21710.41015625,23310.15597098214
280,2021-09-14 17:00:00,22353.8515625,23235.01590401786
281,2021-09-15 17:00:00,22744.06640625,23147.88113839286
282,2021-09-16 17:00:00,23214.3984375,23050.42606026786
283,2021-09-17 17:00:00,23493.234375,22944.57645089286
284,2021-09-18 17:00:00,23188.484375,22832.498604910714
285,2021-09-19 17:00:00,22311.673828125,22716.588448660714
286,2021-09-20 17:00:00,20890.466796875,22599.453683035714
287,2021-09-21 17:00:00,21544.966796875,22483.89871651786
288,2021-09-22 17:00:00,21967.1015625,22372.903738839286
289,2021-09-23 17:00:00,22491.263671875,22269.598772321428
290,2021-09-24 17:00:00,22846.736328125,22177.24190848214
291,2021-09-25 17:00:00,22642.109375,22099.188337053572
292,2021-09-26 17:00:00,21889.388671875,22038.861886160714
293,2021-09-27 17:00:00,20616.505859375,21999.724609375
294,2021-09-28 17:00:00,21443.599609375,21985.243582589286
295,2021-09-29 17:00:00,22062.392578125,21998.856584821428
296,2021-09-30 17:00:00,22806.84375,22043.939453125
297,2021-10-01 17:00:00,23405.525390625,22123.766462053572
298,2021-10-02 17:00:00,23466.11328125,22241.481305803572
299,2021-10-03 17:00:00,22999.421875,22400.057477678572
300,2021-10-04 17:00:00,22031.970703125,22602.266741071428
301,2021-10-05 17:00:00,23182.240234375,22850.643973214286
302,2021-10-06 17:00:00,24140.064453125,23147.454241071428
303,2021-10-07 17:00:00,25237.310546875,23494.66378348214
304,2021-10-08 17:00:00,26200.26171875,23893.91183035714
305,2021-10-09 17:00:00,26634.10546875,24346.48214285714
306,2021-10-10 17:00:00,26547.001953125,24853.279296875
307,2021-10-11 17:00:00,25962.685546875,25414.809988839286
308,2021-10-12 17:00:00,27496.701171875,26031.161551339286
309,2021-10-13 17:00:00,28835.859375,26701.989397321428
310,2021-10-14 17:00:00,30308.92578125,27426.505859375
311,2021-10-15 17:00:00,31639.03125,28203.47293526786
312,2021-10-16 17:00:00,32428.16015625,29031.19503348214
313,2021-10-17 17:00:00,32681.3203125,29907.526227678572
314,2021-10-18 17:00:00,32419.0703125,30829.86690848214
315,2021-10-19 17:00:00,34253.8828125,31795.178571428572
316,2021-10-20 17:00:00,35869.5625,32799.99330357143
317,2021-10-21 17:00:00,37591.98828125,33840.43080357143
318,2021-10-22 17:00:00,39141.5390625,34912.21763392857
319,2021-10-23 17:00:00,40117.640625,36010.71484375
320,2021-10-24 17:00:00,40522.91796875,37130.943080357145
321,2021-10-25 17:00:00,40375.78125,38267.61607142857
322,2021-10-26 17:00:00,42286.78125,39415.17299107143
323,2021-10-27 17:00:00,43938.08984375,40567.81975446428
324,2021-10-28 17:00:00,45654.203125,41719.564732142855
325,2021-10-29 17:00:00,47154.45703125,42864.267299107145
326,2021-10-30 17:00:00,48037.52734375,43995.6796875
327,2021-10-31 17:00:00,48305.61328125,45107.49330357143
328,2021-11-01 17:00:00,47977.0390625,46193.38727678572
329,2021-11-02 17:00:00,49662.62109375,47247.07868303572
330,2021-11-03 17:00:00,51045.125,48262.369419642855
331,2021-11-04 17:00:00,52450.0,49233.197544642855
332,2021-11-05 17:00:00,53597.875,50153.685825892855
333,2021-11-06 17:00:00,54089.046875,51018.18861607143
334,2021-11-07 17:00:00,53927.6796875,51821.34095982143
335,2021-11-08 17:00:00,53134.37109375,52558.10267857143
336,2021-11-09 17:00:00,54322.5078125,53223.80078125
337,2021-11-10 17:00:00,55177.71875,53814.17131696428
338,2021-11-11 17:00:00,56028.57421875,54325.396205357145
339,2021-11-12 17:00:00,56599.06640625,54754.13783482143
340,2021-11-13 17:00:00,56493.09765625,55097.57366071428
341,2021-11-14 17:00:00,55718.56640625,55353.41462053572
342,2021-11-15 17:00:00,54300.04296875,55519.939174107145
343,2021-11-16 17:00:00,54854.9453125,55596.001674107145
344,2021-11-17 17:00:00,55073.08984375,55581.0546875
345,2021-11-18 17:00:00,55287.2890625,55475.15680803572
346,2021-11-19 17:00:00,55225.76171875,55278.970424107145
347,2021-11-20 17:00:00,54496.6875,54993.76897321428
348,2021-11-21 17:00:00,53112.1953125,54621.43024553572
349,2021-11-22 17:00:00,51100.984375,54164.421875
350,2021-11-23 17:00:00,51084.55859375,53625.795200892855
351,2021-11-24 17:00:00,50756.59765625,53009.15345982143
352,2021-11-25 17:00:00,50453.6796875,52318.63783482143
353,2021-11-26 17:00:00,49907.55859375,51558.89453125
354,2021-11-27 17:00:00,48729.70703125,50735.04017857143
355,2021-11-28 17:00:00,46935.30078125,49852.626674107145
356,2021-11-29 17:00:00,44555.82421875,48917.603794642855
357,2021-11-30 17:00:00,44215.19921875,47936.26674107143
358,2021-12-01 17:00:00,43609.26171875,46915.21875
359,2021-12-02 17:00:00,43076.359375,45861.31584821428
360,2021-12-03 17:00:00,42349.6640625,44781.61662946428
361,2021-12-04 17:00:00,41041.70703125,43683.33091517857
362,2021-12-05 17:00:00,39168.328125,42573.763392857145
363,2021-12-06 17:00:00,36761.265625,41460.25502232143
364,2021-12-07 17:00:00,36444.3828125,40350.138392857145
